query,answer,label,text
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 9 . 3 BANK EXPENSES .
Answer:","BANK, ORG","[O, O, O, B-ORG, O, O]",9 . 3 BANK EXPENSES .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If Borrower fails to pay any amount or furnish any required proof of payment to third persons Bank may make all or part of the payment or obtain insurance policies required in Section 6 . 4 , and take any action under the policies Bank deems prudent Any amounts paid by Bank are Bank Expenses and immediately due and payable , bearing interest at the then applicable rate and secured by the Collateral .
Answer:","Borrower, PER
Bank, ORG
Bank, ORG
Bank, ORG
Bank, ORG","[O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, B-ORG, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If Borrower fails to pay any amount or furnish any required proof of payment to third persons Bank may make all or part of the payment or obtain insurance policies required in Section 6 . 4 , and take any action under the policies Bank deems prudent Any amounts paid by Bank are Bank Expenses and immediately due and payable , bearing interest at the then applicable rate and secured by the Collateral ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: No payments by Bank are deemed an agreement to make similar payments in the future or Bank ' s waiver of any Event of Default .
Answer:","Bank, ORG
Bank, ORG","[O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O]",No payments by Bank are deemed an agreement to make similar payments in the future or Bank ' s waiver of any Event of Default .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 9 . 4 BANK ' S LIABILITY FOR COLLATERAL .
Answer:","BANK, ORG","[O, O, O, B-ORG, O, O, O, O, O, O]",9 . 4 BANK ' S LIABILITY FOR COLLATERAL .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If Bank complies with reasonable banking practices it is not liable for ( a ) the safekeeping of the Collateral ; ( b ) any loss or damage to the Collateral ; ( c ) any diminution in the value of the Collateral ; or ( d ) any act or default of any carrier , warehouseman , bailee , or other person .
Answer:","Bank, ORG","[O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If Bank complies with reasonable banking practices it is not liable for ( a ) the safekeeping of the Collateral ; ( b ) any loss or damage to the Collateral ; ( c ) any diminution in the value of the Collateral ; or ( d ) any act or default of any carrier , warehouseman , bailee , or other person ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower bears all risk of loss , damage or destruction of the Collateral .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower bears all risk of loss , damage or destruction of the Collateral ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank ' s rights and remedies under this Agreement , the Loan Documents , and all other agreements are cumulative .
Answer:","Bank, ORG","[B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Bank ' s rights and remedies under this Agreement , the Loan Documents , and all other agreements are cumulative ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank has all rights and remedies provided under the Code , by law , or in equity .
Answer:","Bank, ORG","[B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Bank has all rights and remedies provided under the Code , by law , or in equity ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank ' s exercise of one right or remedy is not an election , and Bank ' s waiver of any Event of Default is not a continuing waiver .
Answer:","Bank, ORG
Bank, ORG","[B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Bank ' s exercise of one right or remedy is not an election , and Bank ' s waiver of any Event of Default is not a continuing waiver ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank ' s delay is not a waiver , election , or acquiescence .
Answer:","Bank, ORG","[B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O]","Bank ' s delay is not a waiver , election , or acquiescence ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: No waiver is effective unless signed by Bank and then is only effective for the specific instance and purpose for which it was given .
Answer:","Bank, ORG","[O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",No waiver is effective unless signed by Bank and then is only effective for the specific instance and purpose for which it was given .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower waives demand , notice of default or dishonor , notice of payment and nonpayment , notice of any default , nonpayment at maturity , release , compromise , settlement , extension , or renewal of accounts , documents , instruments , chattel paper , and guarantees held by Bank on , which Borrower is liable .
Answer:","Borrower, PER
Bank, ORG
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, B-PER, O, O, O]","Borrower waives demand , notice of default or dishonor , notice of payment and nonpayment , notice of any default , nonpayment at maturity , release , compromise , settlement , extension , or renewal of accounts , documents , instruments , chattel paper , and guarantees held by Bank on , which Borrower is liable ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: THIS AGREEMENT SHALL BE GOVERNED BY , AND CONSTRUED IN ACCORDANCE WITH , THE INTERNAL LAWS OF THE COMMONWEALTH OF MASSACHUSETTS WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAW .
Answer:","COMMONWEALTH OF MASSACHUSETTS, LOC","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, I-LOC, O, O, O, O, O, O, O, O, O]","THIS AGREEMENT SHALL BE GOVERNED BY , AND CONSTRUED IN ACCORDANCE WITH , THE INTERNAL LAWS OF THE COMMONWEALTH OF MASSACHUSETTS WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAW ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: EACH OF BORROWER AND BANK HEREBY SUBMITS TO THE EXCLUSIVE JURISDICTION OF THE STATE AND FEDERAL COURTS LOCATED IN THE COMMONWEALTH OF MASSACHUSETTS , BUT IF FOR ANY REASON THE BANK IS DENIED ACCESS TO SUCH COURTS , THEN THE VENUE WILL BE IN THE STATE AND FEDERAL COURTS LOCATED IN THE COUNTY OF SANTA CLARA , STATE OF CALIFORNIA .
Answer:","BORROWER, PER
BANK, ORG
COMMONWEALTH OF MASSACHUSETTS, LOC
BANK, ORG
SANTA CLARA, LOC
CALIFORNIA, LOC","[O, O, B-PER, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, I-LOC, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, O, O, O, B-LOC, O]","EACH OF BORROWER AND BANK HEREBY SUBMITS TO THE EXCLUSIVE JURISDICTION OF THE STATE AND FEDERAL COURTS LOCATED IN THE COMMONWEALTH OF MASSACHUSETTS , BUT IF FOR ANY REASON THE BANK IS DENIED ACCESS TO SUCH COURTS , THEN THE VENUE WILL BE IN THE STATE AND FEDERAL COURTS LOCATED IN THE COUNTY OF SANTA CLARA , STATE OF CALIFORNIA ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: BORROWER AND BANK EACH HEREBY WAIVE THEIR RESPECTIVE RIGHTS TO A JURY TRIAL OF ANY CLAIM OR CAUSE OF ACTION BASED UPON OR ARISING OUT OF ANY OF THE LOAN DOCUMENTS OR ANY OF THE TRANSACTIONS CONTEMPLATED THEREIN , INCLUDING
Answer:","BORROWER, PER
BANK, ORG","[B-PER, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","BORROWER AND BANK EACH HEREBY WAIVE THEIR RESPECTIVE RIGHTS TO A JURY TRIAL OF ANY CLAIM OR CAUSE OF ACTION BASED UPON OR ARISING OUT OF ANY OF THE LOAN DOCUMENTS OR ANY OF THE TRANSACTIONS CONTEMPLATED THEREIN , INCLUDING"
